id,time,sentiment,score
464946996873402_1014946138540149,2015-08-12T12:44:05+0000,Neutral,56.6257
464946996873402_1014935788541184,2015-08-12T12:16:31+0000,Neutral,56.6257
464946996873402_1014935765207853,2015-08-12T12:16:24+0000,Neutral,56.6257
464946996873402_1014935711874525,2015-08-12T12:16:17+0000,Neutral,56.6257
464946996873402_1014935661874530,2015-08-12T12:16:09+0000,Neutral,56.6257
464946996873402_1014935585207871,2015-08-12T12:15:56+0000,Neutral,56.6257
464946996873402_1014935521874544,2015-08-12T12:15:48+0000,Neutral,56.6257
464946996873402_707751309358095,2015-08-12T11:03:53+0000,Neutral,58.6016
464946996873402_1014910591877037,2015-08-12T11:01:38+0000,Neutral,58.6016
464946996873402_1014910458543717,2015-08-12T11:01:05+0000,Neutral,58.6016
464946996873402_1014908715210558,2015-08-12T10:54:39+0000,Positive,99.1787
464946996873402_1014899011878195,2015-08-12T10:20:43+0000,Neutral,50.0000
464946996873402_1014893285212101,2015-08-12T09:56:25+0000,Neutral,50.7267
464946996873402_1014889305212499,2015-08-12T09:40:52+0000,Neutral,50.7267
