id,time,sentiment,score
578603090825232384,2015-03-19 17:05:01,Positive,69.4240
578590290593783809,2015-03-19 16:14:09,Neutral,50.0000
578244038685372416,2015-03-18 17:18:16,Positive,64.8667
576683469666787328,2015-03-14 09:57:08,Positive,62.5565
576682701102526464,2015-03-14 09:54:04,Neutral,50.0000
576260325130960896,2015-03-13 05:55:42,Positive,80.5561
576232039889788928,2015-03-13 04:03:18,Positive,96.9284
576230004285026304,2015-03-13 03:55:13,Negative,64.1454
573445845611204608,2015-03-05 11:31:58,Positive,65.4641
573324130935701504,2015-03-05 03:28:19,Neutral,51.2231
572078873971572736,2015-03-01 17:00:06,Neutral,50.0000
570935183412580353,2015-02-26 13:15:29,Positive,67.0176
570088666095226880,2015-02-24 05:11:44,Positive,98.5000
569317933995814912,2015-02-22 02:09:07,Neutral,51.6020
569162049135050752,2015-02-21 15:49:41,Neutral,50.0000
569160029531607040,2015-02-21 15:41:40,Positive,98.8498
569158744577171457,2015-02-21 15:36:33,Neutral,51.4447
568937513340923904,2015-02-21 00:57:28,Positive,96.3060
568378356091080704,2015-02-19 11:55:34,Neutral,50.0000
567531977343905792,2015-02-17 03:52:22,Neutral,50.0419
567352625385836544,2015-02-16 15:59:41,Positive,99.4266
566653358199427072,2015-02-14 17:41:03,Positive,94.8184
566558915425337348,2015-02-14 11:25:46,Positive,71.2055
566554945587912704,2015-02-14 11:09:59,Positive,77.8355
566544859985485826,2015-02-14 10:29:55,Neutral,50.0000
566543096276480000,2015-02-14 10:22:54,Positive,78.0828
566543082791780354,2015-02-14 10:22:51,Positive,67.5820
566542208069664768,2015-02-14 10:19:22,Neutral,50.4582
566541384786513920,2015-02-14 10:16:06,Neutral,50.0000
566505386383929344,2015-02-14 07:53:03,Neutral,56.3287
566501382157381632,2015-02-14 07:37:09,Neutral,50.0000
566501325811097600,2015-02-14 07:36:55,Negative,67.7234
566501292671918081,2015-02-14 07:36:47,Neutral,54.5935
566501240289239041,2015-02-14 07:36:35,Negative,67.7234
566501183007629312,2015-02-14 07:36:21,Negative,70.3762
566500418331500544,2015-02-14 07:33:19,Neutral,51.3181
566499951945842688,2015-02-14 07:31:28,Negative,68.3403
566496086131355650,2015-02-14 07:16:06,Negative,68.9943
566494847071047682,2015-02-14 07:11:11,Positive,75.9934
566492435614679041,2015-02-14 07:01:36,Positive,64.8578
566486312065064960,2015-02-14 06:37:16,Negative,72.3708
566484657735098370,2015-02-14 06:30:41,Negative,67.1403
566484312250257409,2015-02-14 06:29:19,Neutral,57.9204
566477360157822978,2015-02-14 06:01:41,Neutral,57.2292
566477286879162370,2015-02-14 06:01:24,Neutral,60.9749
566476099316510720,2015-02-14 05:56:41,Neutral,61.0892
566476027774246913,2015-02-14 05:56:24,Neutral,56.0825
566469626125492224,2015-02-14 05:30:58,Positive,63.0129
566469538154172416,2015-02-14 05:30:37,Neutral,50.0000
566469221614239744,2015-02-14 05:29:21,Neutral,56.2631
566467340158521344,2015-02-14 05:21:53,Negative,69.2849
566466391893499904,2015-02-14 05:18:06,Neutral,50.0000
566460053402578945,2015-02-14 04:52:55,Positive,76.9437
566452344582176768,2015-02-14 04:22:17,Negative,65.7944
566451661493645312,2015-02-14 04:19:34,Positive,96.6255
566447592880365568,2015-02-14 04:03:24,Negative,68.6938
566409002368503811,2015-02-14 01:30:04,Neutral,50.0000
566282276867026944,2015-02-13 17:06:30,Neutral,50.9861
566235541146836992,2015-02-13 14:00:47,Neutral,53.9696
566215066874163200,2015-02-13 12:39:26,Neutral,56.5413
566214073360998400,2015-02-13 12:35:29,Negative,63.9671
566195820647550976,2015-02-13 11:22:57,Neutral,60.3633
566194116229206017,2015-02-13 11:16:11,Neutral,55.7111
566193253171478529,2015-02-13 11:12:45,Positive,81.0439
566192250812502016,2015-02-13 11:08:46,Positive,90.5462
566173344379064321,2015-02-13 09:53:38,Positive,88.6504
566172462413406209,2015-02-13 09:50:08,Positive,85.5244
566170035110940673,2015-02-13 09:40:29,Neutral,50.0000
566169928445595648,2015-02-13 09:40:04,Neutral,50.0000
566142965760794624,2015-02-13 07:52:56,Neutral,58.3314
566099685975142400,2015-02-13 05:00:57,Negative,81.5587
566083194228080640,2015-02-13 03:55:25,Neutral,55.2762
565840174580375552,2015-02-12 11:49:45,Neutral,52.1140
565754137875193856,2015-02-12 06:07:52,Neutral,50.0000
565749682928762880,2015-02-12 05:50:10,Positive,76.0770
565564785186443264,2015-02-11 17:35:27,Positive,99.9581
565366556096749568,2015-02-11 04:27:45,Neutral,54.1000
565364702700904448,2015-02-11 04:20:23,Neutral,61.2137
564765299283476481,2015-02-09 12:38:34,Positive,94.0937
564752659689635840,2015-02-09 11:48:21,Neutral,61.1789
564751884557090816,2015-02-09 11:45:16,Negative,69.7252
564444426349457409,2015-02-08 15:23:32,Positive,69.4869
564379296450355201,2015-02-08 11:04:44,Positive,92.7486
564104560667406336,2015-02-07 16:53:02,Positive,92.6089
563536041793957888,2015-02-06 03:13:57,Positive,71.3679
562996442462453760,2015-02-04 15:29:46,Positive,63.3479
562865648343482369,2015-02-04 06:50:02,Negative,81.2964
561916935575576579,2015-02-01 16:00:12,Negative,75.1079
561814741195038720,2015-02-01 09:14:06,Negative,92.0600
561535702454648833,2015-01-31 14:45:18,Positive,84.1782
558614757712736256,2015-01-23 13:18:31,Positive,93.8351
554293437789257730,2015-01-11 15:07:08,Neutral,51.4505
550675174870110208,2015-01-01 15:29:27,Positive,78.2031
550589880258945024,2015-01-01 09:50:31,Neutral,51.0932
543451080042893315,2014-12-12 17:03:28,Neutral,54.9602
543091772352503808,2014-12-11 17:15:43,Neutral,60.1147
540162856453283840,2014-12-03 15:17:15,Positive,72.0075
539525130234232832,2014-12-01 21:03:09,Negative,82.4571
539084040356102144,2014-11-30 15:50:25,Neutral,50.0000
537283518242377728,2014-11-25 16:35:47,Positive,76.4278
536917742381563904,2014-11-24 16:22:19,Positive,84.8084
535802946311970816,2014-11-21 14:32:31,Neutral,52.3380
535489269624610817,2014-11-20 17:46:05,Neutral,55.4194
535131620152315904,2014-11-19 18:04:55,Neutral,56.4763
535127139050192896,2014-11-19 17:47:06,Neutral,60.7191
534763201703849984,2014-11-18 17:40:57,Positive,91.0159
534523528544923648,2014-11-18 01:48:34,Positive,67.4683
534372287189749762,2014-11-17 15:47:36,Negative,67.5213
533459777762762752,2014-11-15 03:21:36,Neutral,56.4763
533429205980037120,2014-11-15 01:20:08,Positive,66.5141
533189655206690816,2014-11-14 09:28:14,Neutral,56.1774
532949616199618560,2014-11-13 17:34:24,Positive,95.0886
532238932277096450,2014-11-11 18:30:24,Neutral,59.5382
532100989642215425,2014-11-11 09:22:16,Positive,93.1851
530053780947996672,2014-11-05 17:47:23,Neutral,60.9222
527509183139033088,2014-10-29 17:16:04,Positive,87.4977
524627014951501825,2014-10-21 18:23:22,Neutral,50.0000
524249366844821504,2014-10-20 17:22:43,Positive,78.3158
523709375412572160,2014-10-19 05:36:59,Neutral,51.8843
523178639198679040,2014-10-17 18:28:02,Positive,98.6202
522184912942534657,2014-10-15 00:39:19,Neutral,51.4686
522002891175759874,2014-10-14 12:36:02,Neutral,55.4855
522000525902897153,2014-10-14 12:26:38,Negative,76.7464
521558264236875776,2014-10-13 07:09:14,Neutral,57.6031
521011540913188864,2014-10-11 18:56:45,Neutral,55.6237
519458637924663296,2014-10-07 12:06:05,Positive,87.9466
519454858215047169,2014-10-07 11:51:03,Positive,83.3321
517365451299758080,2014-10-01 17:28:30,Positive,88.6804
517259725227163648,2014-10-01 10:28:23,Positive,99.1260
515025790010793984,2014-09-25 06:31:31,Positive,84.0007
514467494359097344,2014-09-23 17:33:03,Positive,98.6538
514222059585429504,2014-09-23 01:17:47,Negative,80.6098
509297997193035776,2014-09-09 11:11:19,Positive,97.1585
509293876239011841,2014-09-09 10:54:56,Positive,99.8580
509291030126936064,2014-09-09 10:43:38,Positive,99.5971
509027360755052544,2014-09-08 17:15:54,Neutral,57.7051
508103774754181120,2014-09-06 04:05:54,Neutral,52.8824
507464661361385473,2014-09-04 09:46:18,Neutral,58.8714
507328538618257408,2014-09-04 00:45:23,Positive,67.7278
506124475662733312,2014-08-31 17:00:52,Positive,99.6927
506081012661506048,2014-08-31 14:08:10,Positive,98.6580
505998958552829952,2014-08-31 08:42:07,Positive,97.1510
505967457903722496,2014-08-31 06:36:57,Positive,77.0408
505956613568479232,2014-08-31 05:53:51,Positive,77.0408
505949113599291393,2014-08-31 05:24:03,Neutral,52.0473
505946586531131392,2014-08-31 05:14:00,Positive,72.5164
505944145429409793,2014-08-31 05:04:18,Positive,62.4264
505943273198727168,2014-08-31 05:00:50,Neutral,50.0000
505942180360253440,2014-08-31 04:56:30,Neutral,60.6954
505941020647776256,2014-08-31 04:51:53,Positive,71.9763
505937814937022466,2014-08-31 04:39:09,Neutral,58.7849
505936250197397504,2014-08-31 04:32:56,Positive,73.0730
505935597702111232,2014-08-31 04:30:20,Neutral,57.7438
505928960748695553,2014-08-31 04:03:58,Positive,81.7236
505920964643651584,2014-08-31 03:32:12,Positive,78.7103
505679583295729664,2014-08-30 11:33:02,Positive,74.1107
505661855004504064,2014-08-30 10:22:35,Neutral,51.9680
505658502539276288,2014-08-30 10:09:16,Positive,73.6763
505656980963213312,2014-08-30 10:03:13,Positive,67.6408
505654801892257792,2014-08-30 09:54:34,Positive,91.0922
505650754451820545,2014-08-30 09:38:29,Neutral,61.4010
505206981167026176,2014-08-29 04:15:05,Positive,77.5271
504799980263976960,2014-08-28 01:17:48,Positive,96.5914
504677349409824768,2014-08-27 17:10:31,Positive,67.4981
504312341651943424,2014-08-26 17:00:06,Positive,75.2083
504235375896719360,2014-08-26 11:54:16,Neutral,58.2648
504231123036033024,2014-08-26 11:37:22,Positive,63.9611
504225753672585216,2014-08-26 11:16:02,Neutral,58.2648
504221605036171264,2014-08-26 10:59:33,Neutral,51.7148
504219846196736001,2014-08-26 10:52:33,Positive,63.9611
503220215707357184,2014-08-23 16:40:23,Positive,72.5244
502680629784227840,2014-08-22 04:56:16,Positive,75.6250
502497109124202496,2014-08-21 16:47:01,Neutral,57.4581
502411085320708096,2014-08-21 11:05:11,Positive,78.4138
502149976013545472,2014-08-20 17:47:38,Positive,96.7479
501742797230075904,2014-08-19 14:49:39,Negative,85.0314
500885308125085697,2014-08-17 06:02:18,Positive,91.4596
500338205384650752,2014-08-15 17:48:18,Negative,64.6255
500335704191139840,2014-08-15 17:38:22,Positive,99.7451
499969200299835392,2014-08-14 17:22:00,Positive,95.8778
499966939222257665,2014-08-14 17:13:01,Negative,86.9005
499363617523785729,2014-08-13 01:15:38,Positive,85.3205
499050774903521280,2014-08-12 04:32:31,Neutral,60.1793
499049879423819777,2014-08-12 04:28:57,Neutral,61.9035
498415943186251777,2014-08-10 10:29:55,Positive,74.7794
498368679696805888,2014-08-10 07:22:07,Neutral,56.4092
497322518978371585,2014-08-07 10:05:02,Positive,94.1142
496711272348413953,2014-08-05 17:36:10,Neutral,52.8422
496334856624680960,2014-08-04 16:40:25,Positive,73.4044
495980010520317952,2014-08-03 17:10:24,Positive,99.3331
495922944342650883,2014-08-03 13:23:38,Positive,99.9934
495779139656241152,2014-08-03 03:52:12,Neutral,52.2500
495632701609607169,2014-08-02 18:10:19,Neutral,59.3294
495450911070638080,2014-08-02 06:07:56,Neutral,53.1395
495440309489135616,2014-08-02 05:25:49,Neutral,50.6992
495420101235986432,2014-08-02 04:05:31,Neutral,61.4517
495419354427564032,2014-08-02 04:02:33,Positive,68.6626
495416370520023041,2014-08-02 03:50:41,Negative,62.2847
495415861822234624,2014-08-02 03:48:40,Neutral,60.8257
495413311257583616,2014-08-02 03:38:32,Negative,64.8818
495402384449732608,2014-08-02 02:55:07,Negative,63.6798
495237394140905472,2014-08-01 15:59:30,Negative,65.9461
495221600073940992,2014-08-01 14:56:44,Positive,77.2904
495186167113846785,2014-08-01 12:35:57,Positive,69.5954
495179521155297280,2014-08-01 12:09:32,Negative,77.4328
495174327013097472,2014-08-01 11:48:54,Neutral,50.0000
495170508179009536,2014-08-01 11:33:43,Neutral,53.9398
494951584124518400,2014-07-31 21:03:48,Neutral,53.1491
494540528550043649,2014-07-30 17:50:24,Neutral,50.3971
494316729443426304,2014-07-30 03:01:06,Neutral,53.5327
494172894956486656,2014-07-29 17:29:34,Neutral,54.5703
494119969664151553,2014-07-29 13:59:15,Positive,83.4318
494031955952812032,2014-07-29 08:09:31,Negative,88.9301
489099453895159808,2014-07-15 17:29:31,Negative,81.0358
488299081119178752,2014-07-13 12:29:07,Positive,99.5098
487274041095380992,2014-07-10 16:35:59,Positive,71.3843
484937427954327552,2014-07-04 05:51:07,Neutral,57.2682
483124294692507648,2014-06-29 05:46:22,Positive,74.7953
482631162372714498,2014-06-27 21:06:50,Positive,81.5741
482361637521743876,2014-06-27 03:15:50,Neutral,57.0282
480590240319406080,2014-06-22 05:56:56,Positive,99.0803
480586606290554880,2014-06-22 05:42:30,Neutral,61.5212
480576858480586752,2014-06-22 05:03:46,Neutral,51.1776
480574404309430273,2014-06-22 04:54:01,Neutral,50.0000
480551804363485184,2014-06-22 03:24:13,Neutral,56.7130
480534030329212929,2014-06-22 02:13:35,Neutral,50.0205
480421198359035907,2014-06-21 18:45:14,Neutral,57.0282
480016313327165442,2014-06-20 15:56:22,Neutral,57.0282
479657125363200002,2014-06-19 16:09:04,Neutral,57.0282
479288325904154626,2014-06-18 15:43:36,Neutral,57.0282
479284521775292416,2014-06-18 15:28:29,Positive,76.2342
478959919199031297,2014-06-17 17:58:38,Positive,66.7974
478957444219940864,2014-06-17 17:48:47,Positive,66.6015
478955377300471808,2014-06-17 17:40:35,Neutral,54.5071
478809894754070529,2014-06-17 08:02:29,Negative,76.8516
478776872801546240,2014-06-17 05:51:16,Neutral,50.0000
478774010243584000,2014-06-17 05:39:53,Negative,67.2385
478771059848519680,2014-06-17 05:28:10,Negative,74.1274
478769100156452864,2014-06-17 05:20:23,Neutral,54.1291
478766628025270272,2014-06-17 05:10:33,Positive,91.1491
478762367363215360,2014-06-17 04:53:38,Positive,89.1627
478761039433961472,2014-06-17 04:48:21,Negative,71.9110
478588302765744128,2014-06-16 17:21:57,Neutral,57.0282
478392400843247617,2014-06-16 04:23:31,Neutral,61.9953
478387476675825664,2014-06-16 04:03:57,Neutral,56.4763
477867036375130113,2014-06-14 17:35:54,Neutral,57.0282
477487323089620992,2014-06-13 16:27:03,Positive,70.2548
477151295157968896,2014-06-12 18:11:48,Positive,71.4989
476767786010562560,2014-06-11 16:47:52,Neutral,57.0282
476429774286364673,2014-06-10 18:24:44,Positive,70.4370
476362424421855232,2014-06-10 13:57:07,Neutral,58.4101
476055577819230208,2014-06-09 17:37:49,Positive,73.8267
475686731295887360,2014-06-08 17:12:09,Neutral,57.0282
475545712327798784,2014-06-08 07:51:47,Neutral,57.3213
474970610188046337,2014-06-06 17:46:32,Positive,65.6625
474792018502103040,2014-06-06 05:56:53,Neutral,50.0000
474765019087765505,2014-06-06 04:09:35,Negative,84.6196
474603688879616001,2014-06-05 17:28:31,Neutral,55.1039
474238911376412672,2014-06-04 17:19:02,Neutral,56.4763
474236101977067521,2014-06-04 17:07:52,Neutral,57.8461
474074622762024961,2014-06-04 06:26:12,Positive,68.1705
474073401854676993,2014-06-04 06:21:21,Neutral,50.0000
473862339804942336,2014-06-03 16:22:40,Neutral,52.1801
473694603292327936,2014-06-03 05:16:08,Positive,74.0746
473520746459697152,2014-06-02 17:45:18,Positive,72.3876
473513394192936960,2014-06-02 17:16:05,Positive,87.4512
473315775785078784,2014-06-02 04:10:49,Positive,72.1661
473309915662921728,2014-06-02 03:47:32,Positive,98.3801
473152863049220097,2014-06-01 17:23:27,Positive,62.5776
472676338113859584,2014-05-31 09:49:55,Neutral,57.4073
471103727655321600,2014-05-27 01:40:56,Positive,67.2008
470778667506094080,2014-05-26 04:09:15,Neutral,50.8370
470756741244665857,2014-05-26 02:42:08,Neutral,50.3467
470403970796494849,2014-05-25 03:20:20,Neutral,51.1345
470114760424292353,2014-05-24 08:11:07,Neutral,53.0869
469784544912998401,2014-05-23 10:18:58,Negative,77.3579
469385013411459072,2014-05-22 07:51:22,Neutral,60.8086
469169382686347265,2014-05-21 17:34:32,Positive,67.7128
469164242747138048,2014-05-21 17:14:06,Positive,79.8232
468790295681695744,2014-05-20 16:28:10,Neutral,58.9753
468565896949014528,2014-05-20 01:36:30,Positive,90.8041
468560974610305024,2014-05-20 01:16:56,Positive,97.7953
468375745987743744,2014-05-19 13:00:54,Neutral,60.2603
468075807789682688,2014-05-18 17:09:03,Neutral,58.2721
467835762193338368,2014-05-18 01:15:12,Positive,93.1902
467690042052182016,2014-05-17 15:36:09,Positive,88.0927
467350552813109248,2014-05-16 17:07:09,Neutral,60.5238
467139975704625152,2014-05-16 03:10:23,Positive,67.9175
466962784274501632,2014-05-15 15:26:18,Neutral,53.7535
466940793236619264,2014-05-15 13:58:55,Negative,64.9993
466940749594898433,2014-05-15 13:58:44,Positive,69.1493
466940683358445568,2014-05-15 13:58:28,Neutral,50.6312
466880265587916800,2014-05-15 09:58:24,Positive,78.5488
466879095041568768,2014-05-15 09:53:45,Positive,85.6595
466821622309986304,2014-05-15 06:05:22,Neutral,53.0548
466631595521495041,2014-05-14 17:30:16,Positive,64.6253
466626035107115008,2014-05-14 17:08:10,Positive,65.9018
466101699518554112,2014-05-13 06:24:39,Negative,88.2010
465174978023788544,2014-05-10 17:02:11,Positive,92.7970
464422953405263872,2014-05-08 15:13:55,Positive,81.7887
464422706767601664,2014-05-08 15:12:56,Negative,78.8726
464352735295332353,2014-05-08 10:34:54,Neutral,50.7625
464109400664190977,2014-05-07 18:27:58,Neutral,54.9526
463692559022161920,2014-05-06 14:51:35,Neutral,59.8294
463684150294114304,2014-05-06 14:18:10,Positive,67.9874
463662694956953601,2014-05-06 12:52:55,Positive,64.0252
463588192042508289,2014-05-06 07:56:52,Positive,67.9874
463502012055707649,2014-05-06 02:14:25,Negative,84.1915
463489737483771904,2014-05-06 01:25:39,Positive,69.7395
463295049011167233,2014-05-05 12:32:01,Positive,86.7737
463006962859245569,2014-05-04 17:27:16,Negative,68.3403
463006913752338433,2014-05-04 17:27:05,Negative,82.7028
462644713313431552,2014-05-03 17:27:49,Neutral,57.9148
462609269389414400,2014-05-03 15:06:59,Positive,72.3346
462598506583031808,2014-05-03 14:24:13,Neutral,57.9148
461339233223852032,2014-04-30 03:00:19,Neutral,51.2358
460686155315302400,2014-04-28 07:45:13,Neutral,50.9207
460355384213921793,2014-04-27 09:50:51,Neutral,50.9754
460355306560569344,2014-04-27 09:50:32,Negative,91.8633
458841517432373248,2014-04-23 05:35:17,Positive,63.6353
458478073017405440,2014-04-22 05:31:05,Positive,67.9712
458467045424635904,2014-04-22 04:47:16,Neutral,50.0000
458466284355596288,2014-04-22 04:44:14,Positive,66.9374
458451572649775104,2014-04-22 03:45:47,Neutral,50.0000
458450220406173696,2014-04-22 03:40:24,Neutral,51.3476
457932635927760896,2014-04-20 17:23:43,Negative,64.0649
455027391358697472,2014-04-12 16:59:18,Positive,78.8010
451408308897710080,2014-04-02 17:18:22,Positive,85.1977
438361001948217344,2014-02-25 17:13:01,Positive,94.6911
437615815097999360,2014-02-23 15:51:55,Neutral,61.4167
437132997112766464,2014-02-22 07:53:22,Positive,97.8903
437118091646873601,2014-02-22 06:54:08,Neutral,51.0303
437093693594406913,2014-02-22 05:17:12,Neutral,50.0000
437082147627601920,2014-02-22 04:31:19,Neutral,50.0000
436939319966584833,2014-02-21 19:03:46,Positive,79.4767
436901077976240128,2014-02-21 16:31:48,Positive,97.0407
436835075800326144,2014-02-21 12:09:32,Neutral,58.2648
436827451079942144,2014-02-21 11:39:14,Neutral,58.4586
436818858993676289,2014-02-21 11:05:06,Neutral,57.9204
436808700854943745,2014-02-21 10:24:44,Negative,84.8158
436801946905624576,2014-02-21 09:57:54,Negative,91.5959
436800090385043456,2014-02-21 09:50:31,Negative,69.7252
436796046417461248,2014-02-21 09:34:27,Negative,98.0648
436795597035556864,2014-02-21 09:32:40,Neutral,53.4885
436795032167657472,2014-02-21 09:30:25,Neutral,59.4690
