id,time,sentiment,score
626398994348924928,2015-07-29 14:28:52,Positive,98.7131
626393911049629696,2015-07-29 14:08:40,Positive,96.6709
626374155177365504,2015-07-29 12:50:10,Negative,75.4664
626365620305596416,2015-07-29 12:16:15,Neutral,58.6613
626364153070915588,2015-07-29 12:10:26,Negative,76.9070
626363734957559808,2015-07-29 12:08:46,Positive,65.3838
626359502376321024,2015-07-29 11:51:57,Negative,99.1042
626356720147632128,2015-07-29 11:40:53,Negative,80.8151
626337678418558976,2015-07-29 10:25:13,Neutral,53.4515
626322953475457024,2015-07-29 09:26:43,Positive,99.8314
626275955196071937,2015-07-29 06:19:58,Neutral,54.8999
626269067867860992,2015-07-29 05:52:35,Positive,66.3039
626261212334952448,2015-07-29 05:21:23,Positive,68.2663
626260521063329792,2015-07-29 05:18:38,Positive,68.2663
626238737710608384,2015-07-29 03:52:04,Negative,87.6342
626077131542401024,2015-07-28 17:09:54,Positive,91.6728
626010240501219332,2015-07-28 12:44:06,Positive,99.8824
625939592835796992,2015-07-28 08:03:22,Positive,96.3083
625911906398683136,2015-07-28 06:13:22,Positive,93.3402
625840008201568256,2015-07-28 01:27:40,Neutral,57.6064
625699271329755136,2015-07-27 16:08:25,Positive,99.5074
625665935240622080,2015-07-27 13:55:57,Positive,82.1534
625647490155479040,2015-07-27 12:42:40,Positive,91.3457
625603982442926080,2015-07-27 09:49:47,Positive,77.0129
625533151595528192,2015-07-27 05:08:19,Positive,95.6416
625505443301830656,2015-07-27 03:18:13,Positive,88.2169
625369986115088384,2015-07-26 18:19:58,Neutral,50.0806
625324472443105280,2015-07-26 15:19:06,Positive,98.8658
625305859581546496,2015-07-26 14:05:09,Positive,66.5763
625249249714778112,2015-07-26 10:20:12,Neutral,53.5487
625245183383179264,2015-07-26 10:04:02,Negative,92.1510
625208093383655424,2015-07-26 07:36:39,Positive,67.7943
625195112553799680,2015-07-26 06:45:05,Positive,90.3465
625186924408377344,2015-07-26 06:12:32,Neutral,57.6592
625152654902079488,2015-07-26 03:56:22,Positive,87.2080
624972121861533696,2015-07-25 15:58:59,Neutral,56.1126
624831263182991360,2015-07-25 06:39:16,Positive,99.3529
624826216910991360,2015-07-25 06:19:13,Positive,66.9831
624759469646282752,2015-07-25 01:53:59,Neutral,61.5906
624623092761956352,2015-07-24 16:52:04,Negative,93.8142
624509332592328704,2015-07-24 09:20:02,Positive,78.8121
624370085847654400,2015-07-24 00:06:43,Positive,97.3180
624354485796605952,2015-07-23 23:04:44,Neutral,57.8763
624232303758147584,2015-07-23 14:59:13,Negative,81.0358
624226888332898304,2015-07-23 14:37:42,Neutral,57.6851
624216508441362434,2015-07-23 13:56:27,Negative,90.3525
624187163295379457,2015-07-23 11:59:51,Positive,98.0089
624179961209851906,2015-07-23 11:31:14,Positive,97.9199
624105900479885312,2015-07-23 06:36:56,Neutral,50.6112
624095759009386497,2015-07-23 05:56:38,Positive,95.8227
624073230760869889,2015-07-23 04:27:07,Negative,63.2362
624070281691136001,2015-07-23 04:15:24,Negative,63.2362
623836982930599936,2015-07-22 12:48:21,Positive,65.5951
623792506870730753,2015-07-22 09:51:37,Positive,97.7236
623720598296920064,2015-07-22 05:05:53,Positive,64.5122
623680920403316736,2015-07-22 02:28:13,Positive,97.4257
623498656977567744,2015-07-21 14:23:58,Negative,92.0385
623460946866892800,2015-07-21 11:54:07,Positive,69.6901
623424253832998912,2015-07-21 09:28:19,Negative,62.5114
623391941632200704,2015-07-21 07:19:55,Positive,78.0410
623387286453915649,2015-07-21 07:01:25,Negative,77.3394
623356322642157568,2015-07-21 04:58:23,Negative,91.4204
623335653971857408,2015-07-21 03:36:15,Neutral,56.8163
623325190127116288,2015-07-21 02:54:40,Neutral,55.6529
623315372070998016,2015-07-21 02:15:39,Positive,76.6024
623314860730744832,2015-07-21 02:13:38,Positive,76.5384
623152031620923392,2015-07-20 15:26:36,Positive,90.4377
623122551170973697,2015-07-20 13:29:27,Positive,98.8757
623117437425180672,2015-07-20 13:09:08,Negative,63.2079
623107660007628800,2015-07-20 12:30:17,Negative,80.4801
623051231687127041,2015-07-20 08:46:04,Positive,72.4589
623038092937596928,2015-07-20 07:53:51,Neutral,50.0000
623028216677007361,2015-07-20 07:14:36,Positive,99.9684
623024732577763328,2015-07-20 07:00:46,Negative,91.9615
623020964159225857,2015-07-20 06:45:47,Neutral,61.2826
623019716127240192,2015-07-20 06:40:50,Positive,66.6614
623008911365279744,2015-07-20 05:57:54,Positive,76.3442
622992161332723715,2015-07-20 04:51:20,Positive,77.3983
622985755804176384,2015-07-20 04:25:53,Positive,67.7384
622982529704857600,2015-07-20 04:13:04,Negative,92.4725
622974566210469888,2015-07-20 03:41:25,Negative,78.3767
622964538741141504,2015-07-20 03:01:34,Neutral,50.4294
622822714886111232,2015-07-19 17:38:01,Positive,73.0789
622798819747594240,2015-07-19 16:03:04,Positive,98.1331
622439400018829312,2015-07-18 16:14:51,Positive,74.0094
622432909366943745,2015-07-18 15:49:04,Positive,83.3628
622316824529498112,2015-07-18 08:07:47,Negative,63.5150
622308878814851076,2015-07-18 07:36:13,Positive,93.5093
621982841509801984,2015-07-17 10:00:39,Positive,87.6890
621968802268319744,2015-07-17 09:04:52,Positive,70.9352
621967262962970625,2015-07-17 08:58:45,Positive,80.1392
621668214985003008,2015-07-16 13:10:27,Negative,76.1288
621591479241170944,2015-07-16 08:05:31,Neutral,58.1905
621497942348673024,2015-07-16 01:53:50,Positive,93.7650
621481968580988930,2015-07-16 00:50:22,Positive,80.0188
621360729636098048,2015-07-15 16:48:36,Positive,90.9906
621360606235373568,2015-07-15 16:48:07,Positive,83.0513
621324484411154433,2015-07-15 14:24:35,Neutral,50.0000
621309499073150976,2015-07-15 13:25:02,Neutral,50.0000
621294171119161344,2015-07-15 12:24:08,Positive,82.6064
621285941865349120,2015-07-15 11:51:26,Positive,77.1761
621284698535260160,2015-07-15 11:46:29,Neutral,51.0334
621280134931197952,2015-07-15 11:28:21,Positive,83.2109
621278635849183232,2015-07-15 11:22:24,Positive,75.5615
621275720870825984,2015-07-15 11:10:49,Positive,62.7462
621274895356313601,2015-07-15 11:07:32,Positive,74.3644
621271930226618368,2015-07-15 10:55:45,Positive,93.0321
621242351143424000,2015-07-15 08:58:13,Negative,67.2771
621240731273838592,2015-07-15 08:51:47,Positive,74.4228
621212415770804224,2015-07-15 06:59:16,Positive,98.4081
621211123837042694,2015-07-15 06:54:08,Positive,84.6093
621193095162429440,2015-07-15 05:42:29,Positive,82.8796
621157125289455629,2015-07-15 03:19:33,Positive,98.5853
621014095735590912,2015-07-14 17:51:12,Positive,79.7117
621008740045705217,2015-07-14 17:29:56,Positive,87.6679
620948828108165120,2015-07-14 13:31:51,Neutral,61.9605
620922941950291969,2015-07-14 11:49:00,Negative,62.4440
620901401602863104,2015-07-14 10:23:24,Neutral,61.0048
620828605254242304,2015-07-14 05:34:08,Neutral,56.4985
620827086819827712,2015-07-14 05:28:06,Neutral,62.0102
620804893444603904,2015-07-14 03:59:55,Neutral,55.9307
620799126624559104,2015-07-14 03:37:00,Neutral,55.9307
620553632472109056,2015-07-13 11:21:29,Positive,90.9911
620498347984556032,2015-07-13 07:41:49,Negative,85.8567
620475637812203520,2015-07-13 06:11:34,Positive,93.4422
620399022390513666,2015-07-13 01:07:08,Positive,98.2708
620380505352085505,2015-07-12 23:53:33,Neutral,57.6091
620377530273542145,2015-07-12 23:41:43,Positive,97.8796
620270193055539200,2015-07-12 16:35:12,Positive,91.5781
620252862908489729,2015-07-12 15:26:20,Positive,87.6036
620247328339832832,2015-07-12 15:04:21,Positive,65.2376
620235494144675840,2015-07-12 14:17:19,Neutral,61.2600
620232439240093696,2015-07-12 14:05:11,Positive,97.4119
620200783275884544,2015-07-12 11:59:24,Positive,73.5391
620190614936682496,2015-07-12 11:18:59,Positive,82.9271
620188587967950848,2015-07-12 11:10:56,Positive,96.1901
620187307207884800,2015-07-12 11:05:51,Neutral,59.1944
620150871771365380,2015-07-12 08:41:04,Positive,63.5584
620111728479633409,2015-07-12 06:05:31,Positive,93.2339
620111265868845056,2015-07-12 06:03:41,Negative,68.2254
620097510313320448,2015-07-12 05:09:01,Neutral,55.5760
620094988722962432,2015-07-12 04:59:00,Neutral,52.5775
620077477935775744,2015-07-12 03:49:25,Positive,97.7620
620076085586194433,2015-07-12 03:43:53,Positive,88.3278
620072859726053376,2015-07-12 03:31:04,Positive,97.4118
619893847594680320,2015-07-11 15:39:44,Positive,72.8541
619891589536591873,2015-07-11 15:30:46,Neutral,53.8079
619847654290391040,2015-07-11 12:36:11,Neutral,61.8390
619788784280825857,2015-07-11 08:42:15,Positive,89.7007
619788105092956160,2015-07-11 08:39:34,Neutral,61.0446
619761892228141056,2015-07-11 06:55:24,Positive,97.5362
619564020081758208,2015-07-10 17:49:07,Positive,76.1037
619550341038669824,2015-07-10 16:54:46,Positive,79.2506
619547242135826432,2015-07-10 16:42:27,Positive,64.6154
619545496974036992,2015-07-10 16:35:31,Positive,92.0227
619538642785054720,2015-07-10 16:08:17,Negative,72.0976
619538220439572480,2015-07-10 16:06:36,Neutral,60.2531
619527195719897088,2015-07-10 15:22:48,Positive,94.1659
619517381740662784,2015-07-10 14:43:48,Negative,62.2803
619488540880048129,2015-07-10 12:49:12,Negative,69.5649
619485511271354368,2015-07-10 12:37:10,Positive,84.7353
619479382705356800,2015-07-10 12:12:48,Negative,87.3618
619477525895327744,2015-07-10 12:05:26,Negative,67.8800
619475728413757440,2015-07-10 11:58:17,Positive,98.2982
619471467097358336,2015-07-10 11:41:21,Neutral,55.5797
619451580400537600,2015-07-10 10:22:20,Positive,94.4337
619442448008388608,2015-07-10 09:46:02,Neutral,60.7910
619414281537261568,2015-07-10 07:54:07,Positive,98.7371
619393347787071488,2015-07-10 06:30:56,Positive,68.6190
619356841131278336,2015-07-10 04:05:52,Positive,68.3552
619212558852034560,2015-07-09 18:32:33,Positive,80.3205
619187715901227012,2015-07-09 16:53:50,Negative,81.2969
619152514814836736,2015-07-09 14:33:57,Positive,76.5559
619150781556482048,2015-07-09 14:27:04,Neutral,50.0000
619112832181927937,2015-07-09 11:56:16,Negative,63.7822
619108307383398400,2015-07-09 11:38:17,Negative,72.7005
619103411145814017,2015-07-09 11:18:50,Negative,99.1919
619101416779444225,2015-07-09 11:10:54,Neutral,50.8659
619100560663318528,2015-07-09 11:07:30,Neutral,50.0000
619100071930376192,2015-07-09 11:05:34,Negative,86.0640
619099546958729217,2015-07-09 11:03:28,Positive,91.3294
619028895744966664,2015-07-09 06:22:44,Neutral,60.6599
619016028924870656,2015-07-09 05:31:36,Negative,98.3874
619004979710275584,2015-07-09 04:47:42,Neutral,58.6614
618838684620603392,2015-07-08 17:46:54,Neutral,51.5898
618828068728078336,2015-07-08 17:04:43,Negative,94.8114
618779512805855233,2015-07-08 13:51:46,Positive,62.9450
618778564159115264,2015-07-08 13:48:00,Negative,87.1226
618777108441993216,2015-07-08 13:42:13,Negative,64.4857
618776343296110592,2015-07-08 13:39:11,Negative,76.3937
618775709192826880,2015-07-08 13:36:40,Positive,81.4938
618765548948602880,2015-07-08 12:56:17,Positive,99.0337
618722908341411840,2015-07-08 10:06:51,Positive,90.5628
618681799200382976,2015-07-08 07:23:30,Negative,65.1189
618676416314372096,2015-07-08 07:02:06,Neutral,56.1685
618673854458691584,2015-07-08 06:51:55,Neutral,61.9447
618649570138951681,2015-07-08 05:15:26,Negative,66.3116
618649163748642816,2015-07-08 05:13:49,Positive,70.5181
618648702723358720,2015-07-08 05:11:59,Positive,81.5385
618638813426876416,2015-07-08 04:32:41,Positive,79.9078
618468772005851136,2015-07-07 17:17:00,Positive,66.6696
618468252738424832,2015-07-07 17:14:56,Neutral,50.0000
618467657591820289,2015-07-07 17:12:34,Neutral,50.0000
618456211407503360,2015-07-07 16:27:05,Positive,74.4267
618452755565318144,2015-07-07 16:13:21,Neutral,50.0000
618441608304799744,2015-07-07 15:29:04,Neutral,54.9870
618439852720132097,2015-07-07 15:22:05,Negative,93.0879
618432833162326016,2015-07-07 14:54:12,Negative,74.8448
618370507407294464,2015-07-07 10:46:32,Positive,88.1219
618354655685271553,2015-07-07 09:43:33,Negative,96.4127
618346100869566465,2015-07-07 09:09:33,Neutral,50.0000
618328149902778368,2015-07-07 07:58:13,Negative,78.8282
618273303447273473,2015-07-07 04:20:17,Neutral,58.8577
618121101772611584,2015-07-06 18:15:29,Positive,71.3944
618115134628573184,2015-07-06 17:51:46,Positive,87.7406
618109166633140225,2015-07-06 17:28:03,Positive,68.8597
618077065343016960,2015-07-06 15:20:30,Positive,98.1594
618069238893428736,2015-07-06 14:49:24,Positive,96.2624
618040910887059456,2015-07-06 12:56:50,Negative,80.1615
617943751764213760,2015-07-06 06:30:45,Negative,87.7057
617935256323125248,2015-07-06 05:57:00,Neutral,60.8086
617923961611878405,2015-07-06 05:12:07,Positive,80.4335
617922117678428161,2015-07-06 05:04:47,Positive,70.3993
617919265857912832,2015-07-06 04:53:28,Negative,82.2143
617917284665966592,2015-07-06 04:45:35,Positive,69.7210
617915870778642432,2015-07-06 04:39:58,Neutral,53.5699
617756728436723712,2015-07-05 18:07:36,Positive,80.2014
617753153291747328,2015-07-05 17:53:23,Neutral,56.4361
617751059902042112,2015-07-05 17:45:04,Positive,94.1019
617747315902713856,2015-07-05 17:30:11,Neutral,60.4482
617746343746863104,2015-07-05 17:26:20,Negative,76.5440
617743975428939776,2015-07-05 17:16:55,Positive,86.6165
617738684926791680,2015-07-05 16:55:54,Positive,68.0010
617737871055675393,2015-07-05 16:52:40,Positive,95.6964
617736443914366977,2015-07-05 16:46:59,Neutral,60.5063
617731372354895873,2015-07-05 16:26:50,Negative,96.8725
617728970272813056,2015-07-05 16:17:18,Positive,90.1664
617727563511676928,2015-07-05 16:11:42,Neutral,54.2281
617723651295555585,2015-07-05 15:56:09,Negative,69.8788
617713892253306880,2015-07-05 15:17:23,Positive,66.4438
617686532040732672,2015-07-05 13:28:39,Positive,79.7077
617679657463185409,2015-07-05 13:01:20,Negative,62.8017
617679136597876736,2015-07-05 12:59:16,Negative,69.6492
617592311589900288,2015-07-05 07:14:16,Positive,73.6150
617619557818105856,2015-07-05 09:02:32,Neutral,55.5745
617595170326851584,2015-07-05 07:25:37,Neutral,56.8492
617581401185976320,2015-07-05 06:30:54,Neutral,55.3188
617536572506832897,2015-07-05 03:32:46,Positive,92.2041
617385327385296896,2015-07-04 17:31:47,Neutral,60.9386
617295476388294656,2015-07-04 11:34:45,Positive,63.3447
617286207374954496,2015-07-04 10:57:55,Positive,95.0795
617263082050433027,2015-07-04 09:26:01,Negative,90.4436
617236466431725568,2015-07-04 07:40:15,Neutral,50.0000
617235715689025538,2015-07-04 07:37:16,Neutral,50.0000
617233421534826496,2015-07-04 07:28:09,Neutral,58.8022
617232307598929920,2015-07-04 07:23:44,Neutral,60.9293
617212534232383488,2015-07-04 06:05:10,Positive,67.2593
617208835816579073,2015-07-04 05:50:28,Negative,97.5592
617139321712193536,2015-07-04 01:14:14,Neutral,50.0000
617014166449078272,2015-07-03 16:56:55,Positive,98.4242
616994830544035840,2015-07-03 15:40:05,Positive,94.1517
616960929847074816,2015-07-03 13:25:22,Negative,71.9781
616950288809750528,2015-07-03 12:43:05,Negative,74.2100
616946923593830400,2015-07-03 12:29:43,Negative,87.6942
616927188890157057,2015-07-03 11:11:18,Negative,70.6229
616921757723721728,2015-07-03 10:49:43,Negative,93.4667
616918041486462976,2015-07-03 10:34:57,Neutral,58.5068
616916687644852224,2015-07-03 10:29:34,Negative,98.7330
616912674564272128,2015-07-03 10:13:37,Neutral,53.8227
616912182136025088,2015-07-03 10:11:40,Neutral,58.1200
616893714548404224,2015-07-03 08:58:17,Positive,62.9623
616829745443921920,2015-07-03 04:44:06,Positive,99.8086
616815798951133184,2015-07-03 03:48:41,Positive,64.9095
616805744449433600,2015-07-03 03:08:43,Positive,95.4844
616799525311676416,2015-07-03 02:44:01,Neutral,54.9968
616782443366871040,2015-07-03 01:36:08,Positive,63.4278
616654898910752768,2015-07-02 17:09:19,Neutral,59.0232
616652322559528960,2015-07-02 16:59:05,Positive,79.0519
616610524864757760,2015-07-02 14:12:59,Negative,93.7984
616570054679793664,2015-07-02 11:32:11,Neutral,55.4399
